name;info;birth;demise;dataUrl
Francisco de Quevedo;Escritor español;1580;1645;https://proverbia.net/autor/frases-de-francisco-de-quevedo
Quino;;;;https://proverbia.net/autor/frases-de-quino
Quintiliano;Escritor hispanolatino;35;96;https://proverbia.net/autor/frases-de-quintiliano
Quinto Ennio;;;;https://proverbia.net/autor/frases-de-quinto-ennio
Horacio Quiroga;Cuentista, dramaturgo y poeta uruguayo;1878;1937;https://proverbia.net/autor/frases-de-horacio-quiroga
