name;info;birth;demise;dataUrl
Channing Pollock;Dramaturgo estadounidense;1880;1946;https://proverbia.net/autor/frases-de-channing-pollock
Georges Pompidou;Político francés;1911;1974;https://proverbia.net/autor/frases-de-georges-pompidou
Enrique Jardiel Poncela;Escritor español;1901;1952;https://proverbia.net/autor/frases-de-enrique-jardiel-poncela
Vizconde de Ponson du Terrail;Novelista francés;1829;1871;https://proverbia.net/autor/frases-de-vizconde-de-ponson-du-terrail
Alexander Pope;Poeta inglés;1688;1744;https://proverbia.net/autor/frases-de-alexander-pope
Karl Popper;Filósofo inglés;1902;1994;https://proverbia.net/autor/frases-de-karl-popper
Antonio Porchia;Escritor argentino de origen italiano;1886;1968;https://proverbia.net/autor/frases-de-antonio-porchia
Carmen Posadas;Escritora uruguaya;1953;?;https://proverbia.net/autor/frases-de-carmen-posadas
Everhardus Johannes Potgieter;Escritor holandés;1808;1875;https://proverbia.net/autor/frases-de-everhardus-johannes-potgieter
Georges Poulet;Escritor belga;1902;1991;https://proverbia.net/autor/frases-de-georges-poulet
Ezra Pound;Crítico y poeta estadounidense;1885;1972;https://proverbia.net/autor/frases-de-ezra-pound
Colin Powell;Militar y político estadounidense;1937;?;https://proverbia.net/autor/frases-de-colin-powell
Terry Pratchett;Escritor británico;1948;2015;https://proverbia.net/autor/frases-de-terry-pratchett
Theophilus Presbyter;;Escritor y monje alémán.;;https://proverbia.net/autor/frases-de-theophilus-presbyter
Jacques Prévert;Poeta, autor teatral y guionista francés;1900;1977;https://proverbia.net/autor/frases-de-jacques-prevert
Marcel Prévost;Escritor francés;1862;1941;https://proverbia.net/autor/frases-de-marcel-prevost
Bias de Priene;Uno de los siete sabios de Grecia;siglo VI a.C.;?;https://proverbia.net/autor/frases-de-bias-de-priene
Barbara Probst Solomon;Escritora estadounidense;1924;?;https://proverbia.net/autor/frases-de-barbara-probst-solomon
Pierre Joseph Proudhon;Filósofo francés;1809;1865;https://proverbia.net/autor/frases-de-pierre-joseph-proudhon
Marcel Proust;Escritor francés;1871;1922;https://proverbia.net/autor/frases-de-marcel-proust
Publio Siro;Poeta dramático romano;Siglo I AC;?;https://proverbia.net/autor/frases-de-publio-siro
Mario Puzo;Escritor estadounidense;1920;1999;https://proverbia.net/autor/frases-de-mario-puzo
