name;info;birth;demise;dataUrl
Juana de Ibarbourou;Poetisa uruguaya;1895;1979;https://proverbia.net/autor/frases-de-juana-de-ibarbourou
Henrik Johan Ibsen;Dramaturgo noruego;1828;1906;https://proverbia.net/autor/frases-de-henrik-johan-ibsen
Blas Infante;Poeta y político español;1885;1936;https://proverbia.net/autor/frases-de-blas-infante
José Ingenieros;Filósofo y psicólogo argentino;1877;1925;https://proverbia.net/autor/frases-de-jose-ingenieros
Robert Green Ingersoll;Politico y orador norteamericano;1833;1899;https://proverbia.net/autor/frases-de-robert-green-ingersoll
Eugene Ionesco;Dramaturgo francés de origen rumano;1912;1994;https://proverbia.net/autor/frases-de-eugene-ionesco
John Irving;Escritor estadounidense;1942;?;https://proverbia.net/autor/frases-de-john-irving
Isabel de Rumania;Escritora rumana;1843;1916;https://proverbia.net/autor/frases-de-isabel-de-rumania
Isócrates;Orador ateniense;436 AC;338 AC;https://proverbia.net/autor/frases-de-isocrates
