phrase;tags;dataUrl
La paciencia es un árbol de raíz amarga pero de frutos muy dulces.;paciencia;https://proverbia.net/autor/frases-de-proverbio-persa
La arena del desierto es para el viajero fatigado lo mismo que la conversación incesante para el amante del silencio.;silencio;https://proverbia.net/autor/frases-de-proverbio-persa
La mitad de la alegría reside en hablar de ella.;alegría;https://proverbia.net/autor/frases-de-proverbio-persa
