phrase;tags;dataUrl
Vosotros, los europeos, tenéis los relojes, pero nosotros tenemos el tiempo;tiempo;https://proverbia.net/autor/frases-de-proverbio-africano
La unión en el rebaño obliga al león a acostarse con hambre;miscelánea;https://proverbia.net/autor/frases-de-proverbio-africano
Cuando los elefantes luchan, la hierba es la que sufre;luchar;https://proverbia.net/autor/frases-de-proverbio-africano
